,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,totalSeasons
0,The Fighting Preacher,2019,PG,24 Jul 2019,100 min,"Comedy, Drama, History",T.C. Christensen,T.C. Christensen,"David McConnell, Charley Boon, Kenna Dawn, Steve Anderson","When Willard and Rebecca Bean are called on a mission to a town that's hostile towards them, they must choose whether to fight for their right to live there or love their hostile neighbors.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BN2FjNjQzYmMtYmUxOC00YWI3LWJmMDUtNDA5NWYwNDMxNmNhXkEyXkFqcGdeQXVyMzg4MDMyNA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}]",N/A,7.8,82,tt9075778,movie,N/A,N/A,Purdie Distribution,N/A,True,
0,Toni Morrison: The Pieces I Am,2019,PG-13,21 Jun 2019,119 min,Documentary,Timothy Greenfield-Sanders,N/A,"Toni Morrison, Hilton Als, Oprah Winfrey, Russell Banks","This artful and intimate meditation on the legendary storyteller examines her life, her works and the powerful themes she has confronted throughout her literary career.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTExMjExMTc5MDZeQTJeQWpwZ15BbWU4MDk0MjgyMjcz._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",75,5.0,20,tt9358206,movie,N/A,N/A,Magnolia Pictures,N/A,True,
0,Kinky Boots the Musical,2019,N/A,25 Jun 2019,N/A,Musical,"Jerry Mitchell, Brett Sullivan",Harvey Fierstein,"Matt Henry, Killian Donnelly, Natalie McQueen, Sean Needham","A filmed version of the popular stage musical, in which a feisty drag queen attempts to rescue a shoe factory by designing fabulous and fetishistic footwear.",English,UK,N/A,https://m.media-amazon.com/images/M/MV5BMWZhNjcwNTYtNzM4Yi00MWQ0LWEyYjEtOWVkYTUxMTdkNzlhXkEyXkFqcGdeQXVyMjg3NTY4Nw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}]",N/A,7.9,43,tt10442108,movie,N/A,N/A,N/A,N/A,True,
0,The Hummingbird Project,2018,R,22 Mar 2019,111 min,Thriller,Kim Nguyen,Kim Nguyen,"Jesse Eisenberg, Alexander Skarsgård, Salma Hayek, Michael Mando",A pair of high-frequency traders go up against their old boss in an effort to make millions in a fiber-optic cable deal.,"English, Spanish, Hebrew, Italian","Canada, Belgium",N/A,https://m.media-amazon.com/images/M/MV5BMTA2MDM2OTMzODNeQTJeQWpwZ15BbWU4MDgxNjExMjcz._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,6.2,"7,046",tt6866224,movie,25 Jun 2019,N/A,The Orchard,N/A,True,
0,The Game Changers,2018,N/A,16 Sep 2019,108 min,Documentary,Louie Psihoyos,"Shannon Kornelsen (Co-writer), Mark Monroe, Joseph Pace","James Wilks, Arnold Schwarzenegger, Patrik Baboumian, Dotsie Bausch",A UFC fighter's world is turned upside down when he discovers an elite group of world-renowned athletes and scientists who prove that everything he had been taught about protein was a lie.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMzg4ZjMzOWEtZjBhZi00MzgxLWEzNmItYjVlYjY0MGQ5ZmM5XkEyXkFqcGdeQXVyNDExMzMxNjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}]",N/A,8.6,"1,113",tt7455754,movie,N/A,N/A,Fathom Events,N/A,True,
0,Miles Davis: Birth of the Cool,2019,N/A,27 Jan 2019,115 min,"Documentary, Music",Stanley Nelson,N/A,"Ron Carter, Jimmy Cobb, Miles Davis, Flea","Miles Davis: Horn player, bandleader, innovator. Miles was a singular force of nature, the very embodiment of cool. The central theme of Miles Davis' life, and of this film is Davis' ...",N/A,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTgxNzgwNTI3N15BMl5BanBnXkFtZTgwNDg1ODAyNzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}]",N/A,7.7,21,tt9358200,movie,N/A,N/A,Abramorama,N/A,True,
0,Between Me and My Mind,2019,N/A,27 Apr 2019,N/A,Documentary,Steven Cantor,N/A,"Ernest Anastasio, Sue Anastasio, Trey Anastasio, Jon Fishman","Driven by a constant need to create, Phish frontman Trey Anastasio takes on new projects, including some of his most personal music to date as well as Phish's ambitious New Year's Eve show at Madison Square Garden.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BZmJhOWYwNzQtZWZmZS00NjRmLTljNzgtNjQxYzEyNWJhYTQxXkEyXkFqcGdeQXVyMTAzOTg0MTU1._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",N/A,6.2,10,tt10026172,movie,N/A,N/A,Trafalgar Releasing,N/A,True,
0,Joni 75: A Birthday Celebration,2019,N/A,07 Feb 2019,128 min,Music,Martyn Atkins,N/A,"Norah Jones, Glen Hansard, Rufus Wainwright, Chaka Khan",A birthday tribute concert for Joni Mitchell performed in Los Angeles.,N/A,N/A,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}]",N/A,8.1,28,tt9748230,movie,N/A,N/A,Trafalgar Releasing,N/A,True,
0,Vita & Virginia,2018,Unrated,23 Aug 2019,110 min,"Biography, Drama, Romance",Chanya Button,"Eileen Atkins, Virginia Woolf (letters), Vita Sackville-West (letters), Chanya Button","Gemma Arterton, Elizabeth Debicki, Isabella Rossellini, Rupert Penry-Jones",It's the fascinating true story about the love affair between socialite and popular author Vita Sackville-West and literary icon Virginia Woolf.,English,"Ireland, UK",N/A,https://m.media-amazon.com/images/M/MV5BZTdiZjAyNTMtZjM2MC00MmNjLWJhYTMtNDg0MGY1MDI0Y2FiXkEyXkFqcGdeQXVyODY3Nzc0OTk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",44,5.3,601,tt5859882,movie,30 Aug 2019,N/A,IFC Films,N/A,True,
0,Mystify: Michael Hutchence,2019,N/A,04 Jul 2019,102 min,Documentary,Richard Lowenstein,Richard Lowenstein,Michael Hutchence,"Ghost Pictures and Passion Pictures and a documentary feature about the troubled heart and soul of Michael Hutchence, lead singer and songwriter of INXS.",English,Australia,N/A,https://m.media-amazon.com/images/M/MV5BYmU0MTdhNmItZjFjZC00NGVjLTgzMGYtMmJmNmQ5Y2U1ZDQwXkEyXkFqcGdeQXVyMTUzMzU4Nw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,7.6,219,tt5938950,movie,N/A,N/A,Dogwoof,N/A,True,
0,The Church,1989,R,10 Mar 1989,102 min,Horror,Michele Soavi,"Dario Argento (story), Franco Ferrini (story), Dario Argento (screenplay), Franco Ferrini (screenplay), Michele Soavi (screenplay), Nick Alexander (dialogue: English version)","Hugh Quarshie, Tomas Arana, Feodor Chaliapin Jr., Barbara Cupisti","An old Gothic cathedral, built over a mass grave, develops strange powers which trap a number of people inside with ghosts from a 12th Century massacre seeking to resurrect an ancient demon from the bowels of the Earth.","Italian, Hungarian, Latin",Italy,N/A,https://m.media-amazon.com/images/M/MV5BYWE3NGJmZmYtZTcyOS00NjI1LThjYjktZWZkNTY1ZGRmMjNmXkEyXkFqcGdeQXVyMjUyNDk2ODc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}]",N/A,6.2,"5,913",tt0094860,movie,19 Feb 2002,N/A,Hemdale Home Video,N/A,True,
0,The Nightingale,2018,R,29 Aug 2019,136 min,"Adventure, Drama, Thriller",Jennifer Kent,Jennifer Kent,"Aisling Franciosi, Sam Claflin, Baykali Ganambarr, Damon Herriman","Set in 1825, Clare, a young Irish convict woman, chases a British officer through the rugged Tasmanian wilderness, bent on revenge for a terrible act of violence he committed against her family. On the way she enlists the services of an Aboriginal tracker named Billy, who is also marked by trauma from his own violence-filled past.","Scottish Gaelic, Aboriginal, English","Australia, USA, Canada",N/A,https://m.media-amazon.com/images/M/MV5BNjVmZmY1NmQtMWNhZS00ZDUwLTk5ZTQtZGE4NWIyM2YwMDRiXkEyXkFqcGdeQXVyODY3Nzc0OTk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",76,7.3,"1,699",tt4068576,movie,N/A,N/A,IFC Films,N/A,True,
0,DanTDM Presents The Contest,2019,N/A,02 Nov 2019,N/A,N/A,James Kermack,James Kermack,Anna Brook-Mitchell,"YouTube superstar DanTDM is bringing his show ""DanTDM Presents The Contest"" to your local cinema. ""DanTDM Presents The Contest"" is an interactive in-cinema event that provides you with an engaging gaming experience and immersive story.",N/A,UK,N/A,https://m.media-amazon.com/images/M/MV5BMWY4YzM1MTktYjRiZC00YTRmLWIwNWQtMzkxZWNhZjA3ZjE1XkEyXkFqcGdeQXVyMTA4NjE4MTIw._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '2.2/10'}]",N/A,2.2,22,tt11010796,movie,N/A,N/A,N/A,N/A,True,
0,David Crosby: Remember My Name,2019,R,21 Oct 2019,95 min,"Documentary, Music",A.J. Eaton,N/A,"David Crosby, Jackson Browne, Jan Crosby, Cameron Crowe",Meet David Crosby in this portrait of a man with everything but an easy retirement on his mind.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BYjhlNTQyZjItZWU0NS00MmVjLTkxYWItYThlNmJhMTExNjMyXkEyXkFqcGdeQXVyOTgxNDIzMTY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '80/100'}]",80,6.8,243,tt5884004,movie,N/A,N/A,Sony Pictures Classics,N/A,True,
0,Honeyland,2019,N/A,26 Jul 2019,90 min,"Documentary, Drama","Tamara Kotevska, Ljubomir Stefanov",N/A,"Hatidze Muratova, Nazife Muratova, Hussein Sam, Ljutvie Sam","The last female beehunter in Europe must save the bees and return the natural balance in Honeyland, when a family of nomadic beekeepers invade her land and threaten her livelihood. This ...",Turkish,Republic of Macedonia,N/A,https://m.media-amazon.com/images/M/MV5BNzYyNjFmOWEtMzQxMi00MmUwLWE4MmQtZWFhNTRkZTI0MmJmXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '99%'}, {'Source': 'Metacritic', 'Value': '86/100'}]",86,8.2,684,tt8991268,movie,N/A,N/A,NEON,N/A,True,
0,The Least of These: The Graham Staines Story,2019,PG-13,29 Mar 2019,112 min,Drama,Aneesh Daniel,Andrew E. Matthews,"Sharman Joshi, Stephen Baldwin, Shari Rigby, Manoj Mishra","As the social fabric of life in rural India disintegrates in the late 1990s, journalist Manav Banerjee (Sharman Joshi) moves with his pregnant wife to the State of Orissa in hope of a ...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BYmUxN2JiMDUtNmJiOS00NjAwLWE2ZGQtYjY0ZTk1NzEwMTlhXkEyXkFqcGdeQXVyMjI0NjI0Nw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]",N/A,6.3,653,tt9376172,movie,N/A,N/A,N/A,N/A,True,
0,Raise Hell: The Life & Times of Molly Ivins,2019,N/A,06 Sep 2019,93 min,Documentary,Janice Engel,"Janice Engel, Monique Zavistovski (Writer)","Harold Cook, Andy Ivins, Margo Johnston, Charles Kaiser","RAISE HELL: The Life & Times of Molly Ivins tells the story of media firebrand Molly Ivins, six feet of Texas trouble who took on the Good Old Boy corruption wherever she found it. Her ...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BZTA5NGU2ZTctZDY1NS00NWIyLWEzM2YtMDZlYTJjMjVjZmM3XkEyXkFqcGdeQXVyMTA2MDU0NjM5._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '80/100'}]",80,7.8,50,tt9129296,movie,N/A,N/A,Magnolia Pictures,N/A,True,
0,Stockholm,2018,R,12 Apr 2019,92 min,"Biography, Comedy, Crime, Drama, History",Robert Budreau,Robert Budreau,"Ethan Hawke, Noomi Rapace, Mark Strong, Christopher Heyerdahl",Based on the absurd but true 1973 bank heist and hostage crisis in Stockholm that was documented in the New Yorker as the origins of the 'Stockholm Syndrome'.,English,"Canada, USA",N/A,https://m.media-amazon.com/images/M/MV5BNWI1OGM1MzItMTgxMy00MDQyLWExNzMtYjdhMjczNDdhMDhkXkEyXkFqcGdeQXVyMjU3NTI0Mg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",54,6.2,"5,644",tt6474040,movie,N/A,N/A,Smith Global Media,N/A,True,
0,Romeo Akbar Walter,2019,Not Rated,05 Apr 2019,141 min,"Action, Drama, Thriller",Robbie Grewal,"Robbie Grewal, Shreyansh Pandey (dialogue by), Ishraq Shah (additional dialogue)","John Abraham, Jackie Shroff, Mouni Roy, Anil George","During the India-Pakistan war of 1971, an Indian banker is recruited by RAW (Research and Analysis Wing) for a covert operation deep inside Pakistan.",Hindi,India,N/A,https://m.media-amazon.com/images/M/MV5BMGFkYTlmNzYtN2M4YS00MDUyLWI4MWItMjA2MjI1MGM0ZmU4XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '17%'}]",N/A,6.5,"3,659",tt8550208,movie,N/A,N/A,N/A,N/A,True,
0,For Sama,2019,N/A,26 Jul 2019,100 min,Documentary,"Waad Al-Khateab, Edward Watts",N/A,"Hamza Al-Khateab, Sama Al-Khateab, Waad Al-Khateab",FOR SAMA is both an intimate and epic journey into the female experience of war.,Arabic,UK,N/A,https://m.media-amazon.com/images/M/MV5BYzE2NWE0OWEtMjk5NS00OWYwLWEwNzQtMGFhZTIzYTgxZjI0XkEyXkFqcGdeQXVyNDY2NDMxNDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '90/100'}]",90,8.4,155,tt9617456,movie,N/A,N/A,PBS Distribution,N/A,True,
0,The Public,2018,PG-13,25 Jul 2019,119 min,Drama,Emilio Estevez,Emilio Estevez,"Alec Baldwin, Taylor Schilling, Emilio Estevez, Jena Malone",An act of civil disobedience turns into a standoff with police when homeless people in Cincinnati take over the public library to seek shelter from the bitter cold.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNTE3YzQ3YjMtNjJlNy00M2U2LWFmZTItYzUzOGJiMmMyNTlhXkEyXkFqcGdeQXVyMzQwMTY2Nzk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Metacritic', 'Value': '47/100'}]",47,6.5,"1,967",tt3294746,movie,N/A,N/A,N/A,N/A,True,
0,Frankie,2013–,N/A,N/A,60 min,Drama,N/A,Lucy Gannon,"Eve Myles, Dean Lennox Kelly, Derek Riddell, Julia Ford",Follows Frankie who is the lead nurse of a District Nursing team.,English,UK,N/A,https://m.media-amazon.com/images/M/MV5BYzMzMGQ4MDQtMjA5OS00N2Y5LTg1ZmUtNGRlM2FhYjNiYWZmXkEyXkFqcGdeQXVyNjM0MzIxNg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",N/A,7.3,357,tt2634230,series,,,,,True,1
0,Asako I & II,2018,Not Rated,01 Sep 2018,119 min,"Drama, Romance",Ryûsuke Hamaguchi,"Tomoka Shibasaki (based on the novel by), Sachiko Tanaka (screenplay), Ryûsuke Hamaguchi (screenplay)","Masahiro Higashide, Erika Karata, Sairi Itô, Kôji Nakamoto","Asako lives in Osaka. She falls in love with Baku, a free-spirit. One day, Baku suddenly disappears. Two years later, Asako now lives in Tokyo and meets Ryohei. He looks just like Baku, but has a completely different personality.",Japanese,"Japan, France",N/A,https://m.media-amazon.com/images/M/MV5BYjZmMWUzMDctNWEwMS00MzM4LWI1NTgtYjg5MGNkYTk4Y2YyXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,6.9,"1,264",tt7112154,movie,N/A,N/A,N/A,N/A,True,
0,Give Me Liberty,2019,N/A,23 Aug 2019,110 min,Comedy,Kirill Mikhanovsky,"Alice Austen, Kirill Mikhanovsky","Lauren 'Lolo' Spencer, Chris Galust, Maxim Stoyanov, Darya Ekamasova","In this freewheeling comedy, medical transport driver Vic risks his job to shuttle a group of rowdy seniors and a Russian boxer to a funeral, dragging clients like Tracy, a young woman with ALS, along for the ride.","English, Russian",USA,N/A,https://m.media-amazon.com/images/M/MV5BMDZmNWU0NGMtMDRkYi00ZjU5LWFiZTEtZTU3ODQ0YTcxMTYxXkEyXkFqcGdeQXVyNDU0NjMyNTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '80/100'}]",80,7.1,344,tt4169146,movie,14 Jan 2020,N/A,Music Box Films,N/A,True,
0,The Golden Glove,2019,Not Rated,27 Sep 2019,115 min,"Crime, Drama, Horror, Thriller",Fatih Akin,"Fatih Akin (screenplay), Heinz Strunk (novel)","Jonas Dassler, Margarete Tiesel, Katja Studt, Marc Hosemann",A serial killer strikes fear in the hearts of residents of Hamburg during the early 1970s.,"German, Greek","Germany, France",N/A,https://m.media-amazon.com/images/M/MV5BMjdlOWZiYjQtNDFkZi00NzZmLThlYWEtYWY4NjAyNDFjMjNkXkEyXkFqcGdeQXVyNTQwMDA5NTg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Metacritic', 'Value': '38/100'}]",38,6.7,"3,247",tt7670212,movie,N/A,N/A,N/A,N/A,True,
0,The Cure: Anniversary 1978-2018 Live in Hyde Park,2019,N/A,11 Jul 2019,137 min,"Documentary, Music",Tim Pope,N/A,"Jason Cooper, Reeves Gabrels, Simon Gallup, Roger O'Donnell",English rock band The Cure honor their 40 years together with a live concert at London's Hyde Park in July 2018.,English,UK,N/A,https://m.media-amazon.com/images/M/MV5BYmU5ODdmZTUtNzVmYS00ZWJkLThjMjgtNzg4OTg3MTc2MWQxXkEyXkFqcGdeQXVyMjQ2MTM3MDc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,8.4,131,tt10407900,movie,N/A,N/A,N/A,N/A,True,
0,Bethany Hamilton: Unstoppable,2018,PG,12 Jul 2019,100 min,"Documentary, Sport",Aaron Lieber,"Aaron Lieber, Carol Martori","Alana Blanchard, Adam Dirks, Tobias Dirks, Bethany Hamilton","After losing an arm to a shark attack at age 13, Bethany Hamilton refuses to give up her dreams of being a professional surfer.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BOWVmZjMyOTMtM2Y1Zi00MmE3LWE3YTUtNTk1NGI2YWNkZDcxXkEyXkFqcGdeQXVyMTk5MzE1MTY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55,6.9,118,tt6435258,movie,N/A,N/A,Entertainment Studios Motion Pictures,N/A,True,
0,Waves,2019,R,15 Nov 2019,136 min,"Drama, Romance, Sport",Trey Edward Shults,Trey Edward Shults,"Taylor Russell, Kelvin Harrison Jr., Alexa Demie, Bill Wise","Traces the journey of a suburban family - led by a well-intentioned but domineering father - as they navigate love, forgiveness, and coming together in the aftermath of a loss.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMWE2OTdiY2MtM2ViNy00NmExLWIxZjYtYTVkNGJkNzgwYjVmXkEyXkFqcGdeQXVyNjgzMjQ0MTA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",81,7.7,"1,107",tt8652728,movie,N/A,N/A,A24,N/A,True,
0,Synonyms,2019,N/A,25 Oct 2019,123 min,Drama,Nadav Lapid,"Nadav Lapid (screenplay), Haim Lapid (screenplay)","Tom Mercier, Quentin Dolmaire, Louise Chevillotte, Uria Hayik","A young Israeli man absconds to Paris to flee his nationality, aided by his trusty Franco-Israeli dictionary.","French, Hebrew, English","France, Israel, Germany",N/A,https://m.media-amazon.com/images/M/MV5BMzBlMTJlNGMtOWQ5Zi00NzUzLTljNGUtYmUwYzI3NDFhMzlmXkEyXkFqcGdeQXVyMjI3NDAyNg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Metacritic', 'Value': '85/100'}]",85,6.8,"1,676",tt7016254,movie,N/A,N/A,N/A,N/A,True,
0,Photograph,2019,PG-13,17 May 2019,110 min,"Drama, Romance",Ritesh Batra,Ritesh Batra,"Nawazuddin Siddiqui, Sanya Malhotra, Sachin Khedekar, Denzil Smith","A struggling street photographer in Mumbai, pressured to marry by his grandmother, convinces a shy stranger to pose as his fiancée. The pair develop a connection that transforms them in ways they could not expect.","Hindi, Gujarati, English","Germany, India, USA",N/A,https://m.media-amazon.com/images/M/MV5BMjMzNDMzMTU0NV5BMl5BanBnXkFtZTgwNDI5NTYyNzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65,6.9,"2,342",tt7778680,movie,16 Aug 2019,N/A,Amazon Studios,N/A,True,
0,Fiddler: A Miracle of Miracles,2019,PG-13,13 Dec 2019,92 min,Documentary,Max Lewkowicz,"Max Lewkowicz, Valerie Thomas","Marc Aronson, Michael Bernardi, Jerry Bock, Danny Burstein","The origin story behind one of Broadway's most beloved musicals, Fiddler on The Roof, and its creative roots in early 1960s New York, when ""tradition"" was on the wane as gender roles, sexuality, race relations and religion were evolving.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMDIxMzEwZjEtMmExMS00OTZkLTljOTktYmJjYTQ2Mzg4Nzg2XkEyXkFqcGdeQXVyODAzODU1NDQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '80/100'}]",80,7.2,108,tt10003978,movie,N/A,N/A,Roadside Attractions,N/A,True,
0,Junglee,2019,Not Rated,29 Mar 2019,115 min,"Action, Adventure",Chuck Russell,"Adam Prince (screenplay), Chuck Russell, Ritesh Shah (story)","Vidyut Jammwal, Lars Kjeldsen, Asha Bhat, Vishwanath Chatterjee","The story revolves around a vet, who on his homecoming to his father's elephant reserve, encounters and fights an international poachers racket.",Hindi,India,N/A,https://m.media-amazon.com/images/M/MV5BZjJiNjU4NmYtMTA5OS00N2QyLTgxNDMtMmM4OGE5N2RjYzllXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}]",N/A,5.3,"1,079",tt7463730,movie,N/A,N/A,Viva Entertainment,N/A,True,
0,The Spy Behind Home Plate,2019,Not Rated,24 May 2019,101 min,Documentary,Aviva Kempner,N/A,"Moe Berg, Nicholas Dawidoff","Telling the story of Moe Berg, an enigmatic Jewish catcher during baseball's Golden Age who joined the Office of Strategic Services (OSS) to spy for the U.S. on the Nazis' atomic bomb program.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMmE2ZThjNmMtNDlhNC00MDI1LWEzYzItY2NlNjI1MGMyYWYzXkEyXkFqcGdeQXVyMjIyNDEyMDA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65,7.1,11,tt10078290,movie,N/A,N/A,The Ciesla Foundation,N/A,True,
